state,district,forecast_period,forecast_severity_score,forecast_risk_category,forecast_enrol,forecast_demo,forecast_bio,current_trend
Uttar Pradesh,Gautam Buddha Nagar,2_weeks_ahead,31.463724432164263,Stable,6,93,9,accelerating_up
Uttar Pradesh,Jaunpur,2_weeks_ahead,37.61271166962128,Stable,9,172,112,rising
Uttar Pradesh,Kanpur Dehat,2_weeks_ahead,40.36907962306335,Stable,22,163,110,accelerating_up
Uttar Pradesh,Kanpur Nagar,2_weeks_ahead,8.840442549659727,Stable,0,2,1,stable
Uttar Pradesh,Kaushambi,2_weeks_ahead,9.573891958274526,Stable,0,2,2,stable
Uttar Pradesh,Lucknow,2_weeks_ahead,61.20663090060484,Watchlist,225,2046,1483,accelerating_down
Uttar Pradesh,Mainpuri,2_weeks_ahead,48.33863798239165,Stable,65,554,271,accelerating_up
Uttar Pradesh,Mau,2_weeks_ahead,35.77291549536744,Stable,8,115,49,accelerating_up
Uttar Pradesh,Meerut,2_weeks_ahead,7.858212639223004,Stable,0,1,0,accelerating_up
Uttar Pradesh,Mirzapur,2_weeks_ahead,31.29320036510758,Stable,4,52,49,accelerating_up
Uttar Pradesh,Moradabad,2_weeks_ahead,49.27477881358157,Stable,58,770,404,rising
Uttar Pradesh,Prayagraj,2_weeks_ahead,21.22588128361524,Stable,2,25,10,rising
Uttar Pradesh,Rampur,2_weeks_ahead,46.80647047920548,Stable,52,485,261,accelerating_up
Uttar Pradesh,Saharanpur,2_weeks_ahead,32.65227843105729,Stable,6,47,40,accelerating_up
Uttar Pradesh,Sambhal,2_weeks_ahead,57.44234417758089,Watchlist,244,1799,1006,accelerating_down
Uttar Pradesh,Sant Kabir Nagar,2_weeks_ahead,37.75815940942856,Stable,12,133,72,accelerating_up
Uttar Pradesh,Shahjahanpur,2_weeks_ahead,23.736423352978797,Stable,1,20,18,accelerating_up
Uttar Pradesh,Sonbhadra,2_weeks_ahead,31.808003329024682,Stable,3,78,41,accelerating_up
Uttar Pradesh,Unnao,2_weeks_ahead,58.09293361133109,Watchlist,201,2069,1138,accelerating_down
Uttar Pradesh,Varanasi,2_weeks_ahead,24.15917745399481,Stable,0,25,21,accelerating_up
Uttarakhand,Dehradun,2_weeks_ahead,24.934109549936384,Stable,1,22,26,accelerating_up
Uttarakhand,Nainital,2_weeks_ahead,29.957792420868923,Stable,2,48,68,accelerating_up
Uttarakhand,Udham Singh Nagar,2_weeks_ahead,18.13383487239181,Stable,0,4,9,accelerating_up
WEST BENGAL,24 PARAGANAS NORTH,2_weeks_ahead,80.90451476205988,Emerging_Risk,1240,11765,3925,accelerating_down
WEST BENGAL,24 PARAGANAS SOUTH,2_weeks_ahead,80.69736468967798,Emerging_Risk,1403,9766,3587,accelerating_down
WEST BENGAL,ALIPURDUAR,2_weeks_ahead,57.286580549158835,Watchlist,219,2242,781,accelerating_down
WEST BENGAL,BANKURA,2_weeks_ahead,70.9210311504623,Emerging_Risk,420,3942,1984,accelerating_down
WEST BENGAL,BIRBHUM,2_weeks_ahead,73.83243285650408,Emerging_Risk,622,5076,1994,accelerating_down
WEST BENGAL,COOCHBEHAR,2_weeks_ahead,61.67365000285126,Watchlist,257,3580,888,accelerating_down
WEST BENGAL,DARJEELING,2_weeks_ahead,57.148899837372795,Watchlist,195,2362,836,accelerating_down
WEST BENGAL,DINAJPUR DAKSHIN,2_weeks_ahead,58.180173109237245,Watchlist,219,2509,845,accelerating_down
WEST BENGAL,DINAJPUR UTTAR,2_weeks_ahead,72.67309340728906,Emerging_Risk,642,4720,1432,accelerating_down
WEST BENGAL,HOOGHLY,2_weeks_ahead,76.92276863694073,Emerging_Risk,627,6521,2621,accelerating_down
WEST BENGAL,HOWRAH,2_weeks_ahead,70.61291919039466,Emerging_Risk,423,4336,1630,accelerating_down
WEST BENGAL,JALPAIGURI,2_weeks_ahead,61.31917756832029,Watchlist,238,3048,1004,accelerating_down
WEST BENGAL,JHARGRAM,2_weeks_ahead,52.172971412527644,Stable,188,1453,708,accelerating_down
WEST BENGAL,KALIMPONG,2_weeks_ahead,43.11518373253807,Stable,50,778,200,stable
WEST BENGAL,KOLKATA,2_weeks_ahead,71.10603544018672,Emerging_Risk,401,4859,1810,accelerating_down
WEST BENGAL,MALDAH,2_weeks_ahead,75.5404924495777,Emerging_Risk,703,5927,2027,accelerating_down
WEST BENGAL,MEDINIPUR EAST,2_weeks_ahead,74.32959998052259,Emerging_Risk,555,4358,2366,accelerating_down
WEST BENGAL,MEDINIPUR WEST,2_weeks_ahead,74.17758230337414,Emerging_Risk,528,4945,2144,accelerating_down
WEST BENGAL,MURSHIDABAD,2_weeks_ahead,80.06669422325206,Emerging_Risk,1095,8956,3383,accelerating_down
WEST BENGAL,NADIA,2_weeks_ahead,73.94845440118493,Emerging_Risk,576,6934,1862,accelerating_down
WEST BENGAL,PASCHIM BARDHAMAN,2_weeks_ahead,63.28255514042837,Watchlist,233,3379,1274,accelerating_down
WEST BENGAL,PURBA BARDHAMAN,2_weeks_ahead,75.61526739311654,Emerging_Risk,565,5412,2483,accelerating_down
WEST BENGAL,PURULIA,2_weeks_ahead,73.05840020572178,Emerging_Risk,494,5141,1953,accelerating_down
West Bengal,Bankura,2_weeks_ahead,41.13855809431495,Stable,27,232,111,accelerating_up
West Bengal,Barddhaman,2_weeks_ahead,41.07086286366995,Stable,25,238,107,rising
West Bengal,Bardhaman,2_weeks_ahead,25.08647354094277,Stable,1,32,10,accelerating_up
West Bengal,Birbhum,2_weeks_ahead,35.068272099402016,Stable,15,89,47,accelerating_up
West Bengal,Cooch Behar,2_weeks_ahead,35.633818518422935,Stable,10,129,28,accelerating_up
West Bengal,Dakshin Dinajpur,2_weeks_ahead,31.304568220735522,Stable,6,99,31,accelerating_up
West Bengal,Darjeeling,2_weeks_ahead,39.50637675793219,Stable,19,170,77,accelerating_up
West Bengal,Darjiling,2_weeks_ahead,12.204551841076468,Stable,0,9,3,stable
West Bengal,East Midnapore,2_weeks_ahead,15.6726450727613,Stable,0,22,7,stable
West Bengal,Haora,2_weeks_ahead,16.531780283816584,Stable,0,29,6,stable
West Bengal,Hooghly,2_weeks_ahead,40.19541558818935,Stable,20,202,92,accelerating_up
West Bengal,Howrah,2_weeks_ahead,26.767747490786647,Stable,3,60,21,rising
West Bengal,Hugli,2_weeks_ahead,5.710064544830259,Stable,0,2,0,declining
West Bengal,Jalpaiguri,2_weeks_ahead,32.16393105855613,Stable,6,86,35,rising
West Bengal,Jhargram,2_weeks_ahead,13.250021229881217,Stable,0,9,3,stable
West Bengal,Kalimpong,2_weeks_ahead,13.584230201744898,Stable,1,6,2,stable
West Bengal,Koch Bihar,2_weeks_ahead,27.937205203399024,Stable,2,66,9,accelerating_up
West Bengal,Kolkata,2_weeks_ahead,8.627144407242891,Stable,0,2,0,stable
West Bengal,Malda,2_weeks_ahead,32.37100450519048,Stable,6,139,38,rising
West Bengal,Maldah,2_weeks_ahead,21.21275888274203,Stable,1,56,14,stable
West Bengal,Murshidabad,2_weeks_ahead,40.970110099504794,Stable,47,567,162,stable
West Bengal,Nadia,2_weeks_ahead,7.70817775645981,Stable,0,2,0,accelerating_down
West Bengal,North 24 Parganas,2_weeks_ahead,23.341823563242116,Stable,1,23,6,accelerating_up
West Bengal,North Dinajpur,2_weeks_ahead,17.489493967198,Stable,0,10,0,accelerating_up
West Bengal,North Twenty Four Parganas,2_weeks_ahead,3.9692888033928035,Stable,0,1,0,stable
West Bengal,Paschim Bardhaman,2_weeks_ahead,19.300669055334104,Stable,0,13,2,accelerating_up
West Bengal,Paschim Medinipur,2_weeks_ahead,38.76747530058517,Stable,16,145,72,accelerating_up
West Bengal,Purba Bardhaman,2_weeks_ahead,22.733200688891614,Stable,2,17,3,accelerating_up
West Bengal,Purba Medinipur,2_weeks_ahead,35.09485122956867,Stable,8,72,73,accelerating_up
West Bengal,Purulia,2_weeks_ahead,11.411868955909267,Stable,0,5,3,stable
West Bengal,Puruliya,2_weeks_ahead,34.99483834893325,Stable,12,129,39,accelerating_up
West Bengal,South 24 Parganas,2_weeks_ahead,38.02543506132404,Stable,18,150,50,accelerating_up
West Bengal,South Dinajpur,2_weeks_ahead,14.814991392595859,Stable,0,21,5,declining
West Bengal,South Twenty Four Parganas,2_weeks_ahead,20.606843599932315,Stable,0,16,5,accelerating_up
West Bengal,Uttar Dinajpur,2_weeks_ahead,42.12242558156886,Stable,32,284,91,accelerating_up
West Bengal,West Midnapore,2_weeks_ahead,4.563904831941687,Stable,0,1,0,stable
Westbengal,Hooghly,2_weeks_ahead,9.198713627979236,Stable,0,3,0,stable
